stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0,00000] opening C:\Users\User\Documents\GitHub\SnakeGame\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0,71010] added dtor for sub_bitmap 09B7E128, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71031] added dtor for sub_bitmap 09B7DF80, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71051] added dtor for sub_bitmap 09B7D098, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71072] added dtor for sub_bitmap 09B7D3E8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71096] added dtor for sub_bitmap 09B7E620, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71115] added dtor for sub_bitmap 09B7E2D0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71146] added dtor for sub_bitmap 09B7D590, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71167] added dtor for sub_bitmap 09B7DA88, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71191] added dtor for sub_bitmap 09B7D738, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71210] added dtor for sub_bitmap 09B7D240, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71233] added dtor for sub_bitmap 09B7E478, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71294] added dtor for sub_bitmap 09B7DDD8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71316] added dtor for sub_bitmap 09B7D8E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71336] added dtor for sub_bitmap 09B7DC30, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71355] added dtor for sub_bitmap 09B7E7C8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71375] added dtor for sub_bitmap 09B7E970, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71396] added dtor for sub_bitmap 09B7CBA0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71417] added dtor for sub_bitmap 09B7CD48, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71435] added dtor for sub_bitmap 09B7CEF0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71462] added dtor for sub_bitmap 09B810A8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71483] added dtor for sub_bitmap 09B813F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71503] added dtor for sub_bitmap 09B81C40, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71523] added dtor for sub_bitmap 09B815A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71545] added dtor for sub_bitmap 09B81748, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71569] added dtor for sub_bitmap 09B827D8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71586] added dtor for sub_bitmap 09B80BB0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71615] added dtor for sub_bitmap 09B818F0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71636] added dtor for sub_bitmap 09B81DE8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71654] added dtor for sub_bitmap 09B81A98, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71682] added dtor for sub_bitmap 09B81F90, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71707] added dtor for sub_bitmap 09B82980, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71727] added dtor for sub_bitmap 09B82138, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71745] added dtor for sub_bitmap 09B82488, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71768] added dtor for sub_bitmap 09B82630, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71788] added dtor for sub_bitmap 09B80D58, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71809] added dtor for sub_bitmap 09B80F00, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71830] added dtor for sub_bitmap 09B822E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71849] added dtor for sub_bitmap 09B81250, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71879] added dtor for sub_bitmap 09B842F0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71899] added dtor for sub_bitmap 09B84E88, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71919] added dtor for sub_bitmap 09B85878, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71940] added dtor for sub_bitmap 09B85030, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71964] added dtor for sub_bitmap 09B851D8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,71984] added dtor for sub_bitmap 09B85380, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72005] added dtor for sub_bitmap 09B83408, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72025] added dtor for sub_bitmap 09B83260, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72045] added dtor for sub_bitmap 09B85BC8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72073] added dtor for sub_bitmap 09B82BC0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72093] added dtor for sub_bitmap 09B85D70, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72114] added dtor for sub_bitmap 09B82D68, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72134] added dtor for sub_bitmap 09B84498, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72163] added dtor for sub_bitmap 09B83758, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72185] added dtor for sub_bitmap 09B85528, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72210] added dtor for sub_bitmap 09B82F10, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72231] added dtor for sub_bitmap 09B85F18, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72256] added dtor for sub_bitmap 09B84640, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72278] added dtor for sub_bitmap 09B830B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72299] added dtor for sub_bitmap 09B835B0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72320] added dtor for sub_bitmap 09B856D0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72345] added dtor for sub_bitmap 09B84B38, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72368] added dtor for sub_bitmap 09B85A20, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72391] added dtor for sub_bitmap 09B84990, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72412] added dtor for sub_bitmap 09B84148, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72436] added dtor for sub_bitmap 09B83C50, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72463] added dtor for sub_bitmap 09B847E8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72486] added dtor for sub_bitmap 09B83900, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72507] added dtor for sub_bitmap 09B84CE0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72528] added dtor for sub_bitmap 09B83AA8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72550] added dtor for sub_bitmap 09B83DF8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72578] added dtor for sub_bitmap 09B83FA0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72608] added dtor for sub_bitmap 09B86760, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72631] added dtor for sub_bitmap 09B86410, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72651] added dtor for sub_bitmap 09B860C0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72671] added dtor for sub_bitmap 09B86268, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72693] added dtor for sub_bitmap 09B86908, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72713] added dtor for sub_bitmap 09B865B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72736] added dtor for sub_bitmap 09B86D70, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72760] added dtor for sub_bitmap 09B87C58, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72780] added dtor for sub_bitmap 09B87E00, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72802] added dtor for sub_bitmap 09B88CE8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72824] added dtor for sub_bitmap 09B89880, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72845] added dtor for sub_bitmap 09B89A28, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72864] added dtor for sub_bitmap 09B88998, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72886] added dtor for sub_bitmap 09B87268, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72906] added dtor for sub_bitmap 09B884A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72929] added dtor for sub_bitmap 09B89BD0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72950] added dtor for sub_bitmap 09B89388, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72971] added dtor for sub_bitmap 09B87760, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,72993] added dtor for sub_bitmap 09B87908, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73015] added dtor for sub_bitmap 09B891E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73034] added dtor for sub_bitmap 09B88B40, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73057] added dtor for sub_bitmap 09B89D78, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73078] added dtor for sub_bitmap 09B89F20, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73101] added dtor for sub_bitmap 09B896D8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73123] added dtor for sub_bitmap 09B88E90, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73160] added dtor for sub_bitmap 09B89038, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73190] added dtor for sub_bitmap 09B875B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73218] added dtor for sub_bitmap 09B870C0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73245] added dtor for sub_bitmap 09B88648, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73277] added dtor for sub_bitmap 09B86BC8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73314] added dtor for sub_bitmap 09B86F18, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73354] added dtor for sub_bitmap 09B87410, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73389] added dtor for sub_bitmap 09B87AB0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73409] added dtor for sub_bitmap 09B89530, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73427] added dtor for sub_bitmap 09B87FA8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73446] added dtor for sub_bitmap 09B88150, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73463] added dtor for sub_bitmap 09B882F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73483] added dtor for sub_bitmap 09B887F0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73503] added dtor for sub_bitmap 09B8A5C0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73525] added dtor for sub_bitmap 09B8A768, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73541] added dtor for sub_bitmap 09B8A270, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73566] added dtor for sub_bitmap 09B8A910, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73585] added dtor for sub_bitmap 09B8A418, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73609] added dtor for sub_bitmap 09B8A0C8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73631] added dtor for sub_bitmap 09B8E0D0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73650] added dtor for sub_bitmap 09B8E770, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73672] added dtor for sub_bitmap 09B8E420, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73693] added dtor for sub_bitmap 09B8E5C8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73714] added dtor for sub_bitmap 09B8E278, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73733] added dtor for sub_bitmap 09B8E918, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73756] added dtor for sub_bitmap 09B8BC60, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73774] added dtor for sub_bitmap 09B8D1E8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73798] added dtor for sub_bitmap 09B8AD78, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73821] added dtor for sub_bitmap 09B8BE08, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73841] added dtor for sub_bitmap 09B8DD80, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73865] added dtor for sub_bitmap 09B8BFB0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73892] added dtor for sub_bitmap 09B8DF28, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73912] added dtor for sub_bitmap 09B8B768, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73935] added dtor for sub_bitmap 09B8B0C8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73955] added dtor for sub_bitmap 09B8C158, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73973] added dtor for sub_bitmap 09B8C4A8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,73993] added dtor for sub_bitmap 09B8D538, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74013] added dtor for sub_bitmap 09B8B418, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74032] added dtor for sub_bitmap 09B8C300, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74052] added dtor for sub_bitmap 09B8C9A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74072] added dtor for sub_bitmap 09B8D390, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74093] added dtor for sub_bitmap 09B8BAB8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74111] added dtor for sub_bitmap 09B8D888, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74132] added dtor for sub_bitmap 09B8D6E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74159] added dtor for sub_bitmap 09B8C650, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74181] added dtor for sub_bitmap 09B8AF20, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74201] added dtor for sub_bitmap 09B8DA30, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74222] added dtor for sub_bitmap 09B8C7F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74245] added dtor for sub_bitmap 09B8DBD8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74267] added dtor for sub_bitmap 09B8B910, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74290] added dtor for sub_bitmap 09B8B270, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74312] added dtor for sub_bitmap 09B8B5C0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74335] added dtor for sub_bitmap 09B8ABD0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74357] added dtor for sub_bitmap 09B8CB48, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74378] added dtor for sub_bitmap 09B8CCF0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74397] added dtor for sub_bitmap 09B8CE98, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74418] added dtor for sub_bitmap 09B8D040, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74441] added dtor for sub_bitmap 09B93288, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74461] added dtor for sub_bitmap 09B95A48, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74484] added dtor for sub_bitmap 09B953A8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74502] added dtor for sub_bitmap 09B93780, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74524] added dtor for sub_bitmap 09B93928, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74551] added dtor for sub_bitmap 09B95200, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74599] added dtor for sub_bitmap 09B949B8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74624] added dtor for sub_bitmap 09B95BF0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74684] added dtor for sub_bitmap 09B95D98, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74708] added dtor for sub_bitmap 09B956F8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74737] added dtor for sub_bitmap 09B94B60, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74758] added dtor for sub_bitmap 09B94D08, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74780] added dtor for sub_bitmap 09B935D8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74800] added dtor for sub_bitmap 09B930E0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74819] added dtor for sub_bitmap 09B94668, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74837] added dtor for sub_bitmap 09B958A0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74858] added dtor for sub_bitmap 09B95F40, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74877] added dtor for sub_bitmap 09B93430, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74897] added dtor for sub_bitmap 09B93AD0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74921] added dtor for sub_bitmap 09B94EB0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74945] added dtor for sub_bitmap 09B92D90, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74964] added dtor for sub_bitmap 09B93C78, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,74985] added dtor for sub_bitmap 09B92BE8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75004] added dtor for sub_bitmap 09B93E20, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75028] added dtor for sub_bitmap 09B92F38, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75052] added dtor for sub_bitmap 09B93FC8, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75071] added dtor for sub_bitmap 09B94170, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75090] added dtor for sub_bitmap 09B94318, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75111] added dtor for sub_bitmap 09B944C0, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75131] added dtor for sub_bitmap 09B94810, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75156] added dtor for sub_bitmap 09B95058, func 7CA617D0
dtor     D               dtor.c:196  _al_register_destructor          [   0,75177] added dtor for sub_bitmap 09B95550, func 7CA617D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   0,75213] removed dtor for bitmap 0562DBD8
dtor     D               dtor.c:196  _al_register_destructor          [   0,75244] added dtor for font 056380C0, func 7CCB100F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0,75294] removed dtor for bitmap 0562DA38
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1,76306] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1,76339] _al_d3d_sync_bitmap (video) ref count == 1
